ZIPCODE,DONG,30
135806,개포1동 경남아파트,39
135807,개포1동 우성3차아파트,50
135806,개포1동 우성9차아파트,54
135770,개포1동 주공아파트,48
135805,개포1동 주공아파트,49
135966,개포1동 주공아파트,49
135807,개포1동 주공아파트,50
135805,개포1동 주공아파트,51
135807,개포1동 현대1차아파트,54
135805,개포1동,31
135806,개포1동,36
135807,개포1동,36
135810,개포1동,31
135241,개포1동,28
135800,개포2동 우성8차아파트,54
135771,개포2동 주공아파트,51
135800,개포2동 주공아파트,51
135772,개포2동 주공아파트,51
135800,개포2동 주공아파트,51
135992,개포2동 주공아파트,51
135993,개포2동 주공아파트,51
135993,개포2동 주공아파트,51
135800,개포2동 현대3차아파트,50
135800,개포2동,35
135801,개포2동,31
135802,개포2동,36
135800,개포2동,36
135802,개포2동,36
135800,개포2동,36
135803,개포2동,31
135800,개포2동,36
135993,개포2동,36
135994,개포2동,36
135804,개포2동,36
135242,개포2동,28
135773,개포4동 시영아파트,48
135809,개포4동 시영아파트,49
135809,개포4동 우성6차아파트,50
135808,개포4동 현대2차아파트,54
135808,개포4동,36
135809,개포4동,31
135960,개포4동,32
135960,개포4동,32
135960,개포4동,38
135961,개포4동,38
135962,개포4동,38
135963,개포4동,38
135964,개포4동,38
135965,개포4동,38
135961,개포4동,32
135962,개포4동,32
135961,개포4동,38
135244,개포4동,28
135543,개포동 LG자이아파트,52
135988,개포동 SH공사,34
135940,개포동 대청아파트,38
135989,개포동 대청타워,36
135797,개포동 대치아파트,50
135544,개포동 대치아파트,50
135240,개포동 서울강남우체국,42
135939,개포동 서울수서경찰서,42
135939,개포동,33
135940,개포동,29
135240,개포동,27
135726,논현1동 거평타운,37
135529,논현1동 논현빌딩,37
135814,논현1동 논현아파트,39
135749,논현1동 영풍빌딩,37
135811,논현1동,32
135812,논현1동,33
135811,논현1동,34
135813,논현1동,34
135814,논현1동,34
135812,논현1동,34
135815,논현1동,34
135814,논현1동,34
135815,논현1동,34
135822,논현1동,36
135823,논현1동,36
135824,논현1동,36
135822,논현1동,36
135825,논현1동,36
135824,논현1동,36
135825,논현1동,36
135824,논현1동,31
135817,논현1동,36
135826,논현1동,36
135827,논현1동,36
135826,논현1동,36
135827,논현1동,36
135545,논현1동,36
135011,논현1동,28
135727,논현2동 LH서울지역본부,43
135819,논현2동 SB타워,35
135701,논현2동 건설회관,37
135833,논현2동 경복아파트,39
135833,논현2동 동부센트레빌,41
135820,논현2동 동현아파트,39
135714,논현2동 두산빌딩,37
135572,논현2동 두산위브아파트,55
135832,논현2동 두산위브아파트,55
135530,논현2동 보전빌딩,37
135702,논현2동 서울세관,37
135012,논현2동 서울영동우체국,43
135742,논현2동 서진빌딩,37
135733,논현2동 성암빌딩,37
135734,논현2동 송암빌딩,37
135820,논현2동 쌍용아파트,39
135546,논현2동 파크랜드빌딩,41
135832,논현2동 현대인텔렉스,41
135816,논현2동,34
135995,논현2동,34
135818,논현2동,34
135819,논현2동,34
135820,논현2동,36
135821,논현2동,36
135820,논현2동,31
135821,논현2동,36
135820,논현2동,31
135821,논현2동,36
135820,논현2동,31
135996,논현2동,36
135829,논현2동,36
135830,논현2동,36
135831,논현2동,36
135830,논현2동,36
135832,논현2동,36
135833,논현2동,36
135012,논현2동,28
135010,논현동,27
135828,대치1동 개포우성아파트,52
135853,대치1동 국제아파트,39
135835,대치1동 그랑프리엔,39
135838,대치1동 대치아이파크아파트,59
135838,대치1동 동부센트레빌아파트,47
135838,대치1동 롯데캐슬리베아파트,59
135968,대치1동 삼성아파트,39
135836,대치1동 선경아파트,39
135774,대치1동 청실아파트,39
135835,대치1동,36
135836,대치1동,36
135835,대치1동,36
135838,대치1동,36
135852,대치1동,32
135500,대치1동,38
135281,대치1동,28
135708,대치2동 글라스타워빌딩,43
135842,대치2동 대치현대아파트,55
135837,대치2동 미도상가,37
135775,대치2동 미도아파트,51
135837,대치2동 미도아파트,51
135518,대치2동 미래와사람빌딩,43
135735,대치2동 삼탄빌딩,37
135851,대치2동 새마을운동중앙회,45
135844,대치2동 서울강남경찰서,43
135713,대치2동 섬유센터빌딩,41
135776,대치2동 쌍용아파트,39
135834,대치2동 우성1차아파트,50
135519,대치2동 우성2차아파트,54
135969,대치2동 은마상가,37
135778,대치2동 은마아파트,48
135969,대치2동 은마아파트,49
135970,대치2동 은마아파트,49
135736,대치2동 일동빌딩,37
135851,대치2동 총회회관,37
135549,대치2동 코스모타워,39
135725,대치2동 해성2빌딩,38
135725,대치2동 해성빌딩,37
135850,대치2동 현대아파트,46
135552,대치2동 호텔아이파크(주),45
135849,대치2동 효성아파트,39
135834,대치2동,33
135837,대치2동,36
135834,대치2동,36
135845,대치2동,36
135846,대치2동,36
135847,대치2동,36
135848,대치2동,36
135842,대치2동,36
135849,대치2동,36
135501,대치2동,36
135502,대치2동,37
135851,대치2동,38
135282,대치2동,28
135737,대치4동 KTF빌딩,36
135570,대치4동 금강타워,37
135839,대치4동 다봉빌딩,37
135841,대치4동 대치포스코더샵아파트,61
135523,대치4동 동부금융센터,41
135704,대치4동 롯데백화점(강남점),47
135841,대치4동 롯데캐슬아파트,43
135712,대치4동 상제리제빌딩,41
135738,대치4동 세종증권빌딩,41
135524,대치4동 유니온스틸빌딩,43
135777,대치4동 포스코센터,39
135596,대치4동 풍림아이원아파트,45
135839,대치4동,36
135840,대치4동,36
135841,대치4동,36
135997,대치4동,31
135843,대치4동,36
135998,대치4동,36
135999,대치4동,36
135284,대치4동,28
135280,대치동,27
135720,도곡1동 강남세브란스병원,45
135504,도곡1동 경남아파트,51
135857,도곡1동 도곡1차아이파크아파트,62
135503,도곡1동 도곡한신아파트,51
135857,도곡1동 삼익아파트,39
135858,도곡1동 역삼럭키아파트,43
135739,도곡1동 텔슨벤처타워,41
135857,도곡1동 현대아파트,39
135504,도곡1동,36
135857,도곡1동,36
135858,도곡1동,36
135857,도곡1동,36
135858,도곡1동,31
135857,도곡1동,36
135859,도곡1동,36
135860,도곡1동,36
135861,도곡1동,36
135857,도곡1동,36
135862,도곡1동,36
135504,도곡1동,31
135857,도곡1동,31
135271,도곡1동,28
135854,도곡2동 개포럭키아파트,43
135855,도곡2동 개포한신아파트,43
135700,도곡2동 군인공제회관,41
135971,도곡2동 대림아크로빌,41
135506,도곡2동 도곡렉슬아파트,43
135537,도곡2동 삼성래미안아파트,57
135542,도곡2동 삼성타워팰리스,48
135532,도곡2동 삼성타워팰리스,48
135533,도곡2동 삼성타워팰리스,48
135534,도곡2동 삼성타워팰리스,48
135535,도곡2동 삼성타워팰리스,48
135536,도곡2동 삼성타워팰리스,48
135554,도곡2동 삼성타워팰리스,48
135856,도곡2동 아카데미스위트,43
135505,도곡2동 우성4차아파트,50
135854,도곡2동 우성5차아파트,54
135555,도곡2동 우성캐릭터199,42
135779,도곡2동 진달래아파트,49
135972,도곡2동 현대비전21,39
135505,도곡2동,35
135854,도곡2동,36
135855,도곡2동,36
135854,도곡2동,36
135856,도곡2동,36
135854,도곡2동,36
135272,도곡2동,28
135270,도곡동,27
135526,삼성1동 경암빌딩,37
135973,삼성1동 공항타워,37
135732,삼성1동 그랜드인터콘티넨탈호텔,51
135715,삼성1동 대웅제약빌딩,41
135741,삼성1동 덕명빌딩,37
135974,삼성1동 동양금융센터,41
135728,삼성1동 무역센터공항터미널,47
135798,삼성1동 무역센터아셈타워,45
135731,삼성1동 무역센터코엑스(COEX),49
135729,삼성1동 무역센터트레이드타워,49
135730,삼성1동 무역센터현대백화점,47
135538,삼성1동 새마을금고중앙회,45
135740,삼성1동 서울의료원,39
135865,삼성1동 진흥아파트,39
135799,삼성1동 컨벤션별관,39
135975,삼성1동 코엑스인터콘티넨탈서울,51
135793,삼성1동 한국감정원,39
135791,삼성1동 한국전력빌딩,41
135743,삼성1동 현대아이파크아파트,47
135525,삼성1동 호텔오크우드,41
135866,삼성1동 홍실아파트,39
135869,삼성1동,30
135865,삼성1동,34
135870,삼성1동,34
135871,삼성1동,34
135866,삼성1동,34
135871,삼성1동,34
135872,삼성1동,35
135873,삼성1동,36
135878,삼성1동,36
135879,삼성1동,36
135880,삼성1동,36
135881,삼성1동,36
135882,삼성1동,36
135091,삼성1동,28
135705,삼성2동 강남구청,37
135745,삼성2동 골든타워,37
135527,삼성2동 대종빌딩,37
135507,삼성2동 래미안삼성2차아파트,60
135863,삼성2동 롯데아파트,39
135507,삼성2동 롯데캐슬프레미어아파트,63
135528,삼성2동 본솔빌딩,37
135790,삼성2동 삼성동롯데캐슬킹덤아파트,65
135877,삼성2동 삼성동힐스테이트아파트,63
135508,삼성2동 상아아파트,39
135716,삼성2동 성원빌딩,37
135721,삼성2동 원방빌딩,37
135863,삼성2동,32
135864,삼성2동,33
135507,삼성2동,34
135508,삼성2동,34
135864,삼성2동,34
135867,삼성2동,34
135868,삼성2동,34
135874,삼성2동,36
135509,삼성2동,36
135875,삼성2동,36
135876,삼성2동,36
135877,삼성2동,36
135092,삼성2동,28
135090,삼성동,27
135190,세곡동,27
135520,수서동 까치마을아파트,42
135781,수서동 도시개발아파트,42
135886,수서동 동익아파트,38
135744,수서동 로즈데일오피스텔,44
135560,수서동 사이룩스오피스텔,44
135521,수서동 삼성아파트,38
135884,수서동 삼익아파트,38
135757,수서동 수서타워,36
135539,수서동 수서현대벤쳐빌,42
135782,수서동 신동아아파트,40
135783,수서동 주공아파트,38
135884,수서동 한아름아파트,40
135883,수서동,35
135884,수서동,35
135885,수서동,35
135886,수서동,35
135220,수서동,27
135722,신사동 강남빌딩,36
135746,신사동 두원빌딩,36
135747,신사동 성도빌딩,36
135895,신사동 압구정하이츠파크아파트,58
135887,신사동,35
135888,신사동,35
135889,신사동,35
135890,신사동,35
135891,신사동,35
135892,신사동,35
135893,신사동,35
135894,신사동,35
135895,신사동,35
135896,신사동,35
135897,신사동,35
135120,신사동,27
135902,압구정동 갤러리아백화점,44
135787,압구정동 구현대아파트,52
135903,압구정동 구현대아파트,52
135905,압구정동 구현대아파트,52
135788,압구정동 구현대아파트,52
135905,압구정동 구현대아파트,52
135904,압구정동 구현대아파트,52
135785,압구정동 미성아파트,40
135786,압구정동 신현대아파트,54
135976,압구정동 신현대아파트,54
135794,압구정동 한양아파트,49
135906,압구정동 한양아파트,50
135794,압구정동 한양아파트,50
135904,압구정동 한양아파트,50
135906,압구정동 한양아파트,50
135510,압구정동 현대백화점본사,44
135724,압구정동 현대백화점본점,44
135789,압구정동 현대아파트,52
135898,압구정동,37
135900,압구정동,37
135898,압구정동,37
135900,압구정동,32
135898,압구정동,37
135899,압구정동,37
135900,압구정동,37
135901,압구정동,37
135903,압구정동,37
135510,압구정동,32
135905,압구정동,37
135903,압구정동,37
135904,압구정동,37
135511,압구정동,37
135906,압구정동,37
135110,압구정동,29
135985,역삼1동 GS강남타워,39
135769,역삼1동 KTB네트워크,40
135984,역삼1동 강남파이낸스센터,45
135706,역삼1동 공무원연금공단,43
135703,역삼1동 과학기술회관,41
135911,역삼1동 그레이스타워,41
135707,역삼1동 남영빌딩,37
135935,역삼1동 대륭강남타워,41
135564,역삼1동 두산위브오피스텔,45
135934,역삼1동 메리츠타워,39
135709,역삼1동 빅토리아빌딩,41
135979,역삼1동 삼부빌딩,37
135751,역삼1동 삼성제일빌딩,41
135768,역삼1동 삼일프라자오피스텔,47
135711,역삼1동 삼흥빌딩,37
135977,역삼1동 서울인터내셔널타워,47
135753,역삼1동 서초세무서,39
135917,역삼1동 성지하이츠1차빌딩,46
135717,역삼1동 성지하이츠2차빌딩,46
135717,역삼1동 성지하이츠3차빌딩,46
135718,역삼1동 아가방빌딩,39
135565,역삼1동 아남타워빌딩,41
135978,역삼1동 아주빌딩,37
135574,역삼1동 어울림아파트,53
135550,역삼1동 엘아이지타워,41
135748,역삼1동 여삼빌딩,37
135753,역삼1동 역삼빌딩,37
135981,역삼1동 역삼하이츠빌딩,43
135750,역삼1동 우덕빌딩,37
135754,역삼1동 유니온센터오피스텔,47
135980,역삼1동 지식재산센터,41
135914,역삼1동 큰길타워빌딩,41
135982,역삼1동 푸르덴셜타워,41
135784,역삼1동 풍림빌딩,37
135780,역삼1동 한국기술센터,41
135752,역삼1동 한국자산관리공사,45
135723,역삼1동 한국타이어빌딩,43
135755,역삼1동 한독약품빌딩,41
135983,역삼1동 한솔빌딩,37
135792,역삼1동 혜천빌딩,37
135907,역삼1동,36
135908,역삼1동,36
135909,역삼1동,36
135910,역삼1동,36
135911,역삼1동,36
135912,역삼1동,31
135913,역삼1동,36
135914,역삼1동,36
135915,역삼1동,36
135916,역삼1동,36
135917,역삼1동,36
135513,역삼1동,36
135922,역삼1동,31
135923,역삼1동,31
135924,역삼1동,36
135925,역삼1동,36
135929,역삼1동,36
135930,역삼1동,36
135931,역삼1동,36
135932,역삼1동,36
135933,역삼1동,36
135934,역삼1동,36
135935,역삼1동,36
135936,역삼1동,36
135933,역삼1동,31
135569,역삼1동,36
135937,역삼1동,36
135935,역삼1동,31
135936,역삼1동,31
135081,역삼1동,28
135795,역삼2동 개나리래미안아파트,59
135986,역삼2동 개나리아파트,51
135795,역삼2동 개나리푸르지오아파트,61
135756,역삼2동 계몽사,35
135758,역삼2동 금융결제원,39
135759,역삼2동 나래빌딩,37
135541,역삼2동 대우디오빌,39
135760,역삼2동 동우빌딩,37
135512,역삼2동 래미안그레이튼아파트,61
135795,역삼2동 래미안펜타빌아파트,59
135919,역삼2동 세방빌딩,37
135719,역삼2동 아세아타워빌딩,43
135987,역삼2동 엘지데이콤빌딩,43
135926,역삼2동 역삼e-편한세상아파트,61
135796,역삼2동 역삼래미안아파트,57
135795,역삼2동 역삼아이파크아파트,59
135796,역삼2동 역삼푸르지오아파트,59
135918,역삼2동 일옥빌딩,37
135918,역삼2동 한신인터밸리24빌딩,47
135540,역삼2동 현대까르띠에710아파트,62
135918,역삼2동,36
135919,역삼2동,36
135920,역삼2동,36
135921,역삼2동,36
135514,역삼2동,36
135926,역삼2동,36
135927,역삼2동,36
135928,역삼2동,36
135515,역삼2동,36
135082,역삼2동,28
135080,역삼동,27
135210,율현동,27
135938,일원1동 도시개발아파트,43
135938,일원1동,29
135938,일원1동,31
135943,일원1동,36
135943,일원1동,36
135945,일원1동,36
135516,일원1동,36
135938,일원1동,36
135231,일원1동,28
135944,일원2동 대우아파트,39
135946,일원2동 우성7차아파트,42
135946,일원2동 한신아파트,39
135944,일원2동 현대4차아파트,47
135946,일원2동 현대아파트,49
135944,일원2동,36
135946,일원2동,36
135232,일원2동,28
135947,일원본동 가람아파트,40
135991,일원본동 목련타운아파트,44
135947,일원본동 상록수아파트,42
135990,일원본동 샘터마을아파트,44
135941,일원본동 청솔빌리지아파트,46
135942,일원본동 푸른마을아파트,44
135942,일원본동 한솔마을아파트,44
135941,일원본동,31
135942,일원본동,32
135942,일원본동,37
135942,일원본동,37
135947,일원본동,37
135942,일원본동,37
135947,일원본동,37
135239,일원본동,29
135967,일원동 공무원아파트,40
135710,일원동 삼성의료원,38
135230,일원동,27
135200,자곡동,27
135766,청담동 금하빌딩,36
135765,청담동 세신빌딩,36
135762,청담동 에버원메디컬리조트,46
135767,청담동 오미빌딩,36
135763,청담동 은성빌딩,36
135761,청담동 정화빌딩,36
135764,청담동 청담빌딩,36
135948,청담동,31
135949,청담동,32
135950,청담동,33
135951,청담동,33
135952,청담동,33
135953,청담동,33
135954,청담동,33
135517,청담동,33
135956,청담동,35
135955,청담동,35
135957,청담동,35
135958,청담동,35
135959,청담동,35
135100,청담동,27
135650,무역센터우체국사서함,46
135651,무역센터우체국사서함,49
135652,무역센터우체국사서함,49
135600,서울강남우체국사서함,46
135601,서울강남우체국사서함,49
135602,서울강남우체국사서함,49
135603,서울강남우체국사서함,49
135604,서울강남우체국사서함,49
135605,서울강남우체국사서함,49
135606,서울강남우체국사서함,49
135607,서울강남우체국사서함,49
135608,서울강남우체국사서함,49
135609,서울강남우체국사서함,49
135610,서울강남우체국사서함,51
135611,서울강남우체국사서함,51
135612,서울강남우체국사서함,51
135613,서울강남우체국사서함,51
135614,서울강남우체국사서함,51
135615,서울강남우체국사서함,51
135616,서울강남우체국사서함,51
135617,서울강남우체국사서함,51
135618,서울강남우체국사서함,51
135619,서울강남우체국사서함,51
135620,서울강남우체국사서함,51
135621,서울강남우체국사서함,51
135622,서울강남우체국사서함,51
135623,서울강남우체국사서함,51
135624,서울강남우체국사서함,51
135660,서울영동우체국사서함,41
134740,강일동 강일리버파크10단지아파트,66
134731,강일동 강일리버파크1단지아파트,63
134732,강일동 강일리버파크2단지아파트,63
134733,강일동 강일리버파크3단지아파트,63
134734,강일동 강일리버파크4단지아파트,63
134735,강일동 강일리버파크5단지아파트,63
134736,강일동 강일리버파크6단지아파트,63
134737,강일동 강일리버파크7단지아파트,63
134738,강일동 강일리버파크8단지아파트,63
134739,강일동 강일리버파크9단지아파트,63
134741,강일동 고덕리엔파크1단지아파트,63
134742,강일동 고덕리엔파크2단지아파트,63
134100,강일동,27
134753,고덕1동 고덕I-PARK아파트,57
134751,고덕1동 시영아파트,39
134752,고덕1동 아남아파트,39
134754,고덕1동 주공아파트,51
134755,고덕1동 현대아파트,39
134804,고덕1동,36
134878,고덕1동,36
134878,고덕1동,36
134878,고덕1동,31
134879,고덕1동,36
134804,고덕1동,31
134805,고덕1동,36
134806,고덕1동,36
134806,고덕1동,36
134081,고덕1동,28
134757,고덕2동 고덕주공2단지아파트,60
134749,고덕2동 고덕주공2단지아파트,60
134800,고덕2동,34
134801,고덕2동,36
134807,고덕2동,36
134803,고덕2동,36
134803,고덕2동,36
134801,고덕2동,36
134807,고덕2동,35
134082,고덕2동,28
134080,고덕동,27
134770,길동 GS강동자이아파트,54
134701,길동 강동성심병원,38
134765,길동 삼익파크아파트,52
134011,길동 서울강동우체국,40
134766,길동 신동아아파트,47
134766,길동 신동아아파트,48
134766,길동 신동아아파트,45
134761,길동 우성아파트,48
134808,길동,31
134809,길동,33
134815,길동,33
134810,길동,33
134811,길동,33
134812,길동,33
134813,길동,33
134880,길동,33
134814,길동,33
134880,길동,28
134881,길동,28
134812,길동,28
134816,길동,31
134010,길동,25
134771,둔촌1동 주공아파트,51
134772,둔촌1동 주공아파트,51
134773,둔촌1동 주공아파트,51
134774,둔촌1동 주공아파트,51
134819,둔촌1동,36
134819,둔촌1동,36
134819,둔촌1동,36
134820,둔촌1동,36
134821,둔촌1동,36
134061,둔촌1동,28
134767,둔촌2동 둔촌푸르지오아파트,59
134704,둔촌2동 둔촌하이츠아파트,45
134705,둔촌2동 라이프아파트,53
134791,둔촌2동 서울보훈병원,41
134709,둔촌2동 신동아프라임아파트,59
134759,둔촌2동 신성둔촌미소지움아파트,63
134706,둔촌2동 신성둔촌미소지움아파트,63
134768,둔촌2동 프라자아파트,49
134777,둔촌2동 현대1차아파트,52
134708,둔촌2동 현대2차아파트,54
134708,둔촌2동 현대3차아파트,54
134777,둔촌2동 현대4차아파트,54
134817,둔촌2동,33
134818,둔촌2동,35
134818,둔촌2동,31
134818,둔촌2동,36
134822,둔촌2동,36
134822,둔촌2동,36
134818,둔촌2동,36
134822,둔촌2동,36
134882,둔촌2동,36
134823,둔촌2동,35
134062,둔촌2동,28
134060,둔촌동,27
134780,명일1동 삼익가든아파트,43
134781,명일1동 삼익그린아파트,55
134756,명일1동 삼익그린아파트,55
134782,명일1동 삼익그린아파트,55
134756,명일1동 엘지아파트,39
134824,명일1동,33
134828,명일1동,31
134828,명일1동,36
134829,명일1동,36
134830,명일1동,36
134830,명일1동,36
134831,명일1동,34
134071,명일1동,28
134786,명일2동 신동아아파트,41
134787,명일2동 우성아파트,39
134788,명일2동 주공아파트,51
134789,명일2동 한양아파트,39
134790,명일2동 현대아파트,39
134825,명일2동,34
134826,명일2동,35
134827,명일2동,36
134827,명일2동,36
134832,명일2동,35
134833,명일2동,36
134072,명일2동,28
134070,명일동,27
134727,상일동 강동경희대학교병원,46
134743,상일동 고덕리엔파크3단지아파트,63
134728,상일동 삼성엔지니어링GEC,45
134707,상일동 주공아파트,50
134793,상일동 주공아파트,50
134794,상일동 주공아파트,50
134795,상일동 주공아파트,50
134796,상일동 주공아파트,50
134797,상일동 주공아파트,50
134792,상일동 중앙하이츠아파트,44
134710,상일동 한영고등학교,40
134710,상일동 한영외국어고등학교,46
134710,상일동 한영중학교,38
134834,상일동,33
134835,상일동,35
134836,상일동,35
134837,상일동,35
134838,상일동,35
134839,상일동,34
134090,상일동,27
134700,성내1동 강동구청,37
134763,성내1동 농협중앙회서울지역본부,51
134745,성내1동 미주아파트,47
134758,성내1동 삼성아파트,39
134711,성내1동 서울강동경찰서,43
134883,성내1동,36
134883,성내1동,38
134883,성내1동,36
134883,성내1동,40
134848,성내1동,31
134848,성내1동,40
134848,성내1동,40
134848,성내1동,36
134848,성내1동,36
134851,성내1동,36
134884,성내1동,40
134884,성내1동,40
134884,성내1동,31
134884,성내1동,39
134884,성내1동,40
134884,성내1동,40
134884,성내1동,38
134884,성내1동,40
134884,성내1동,40
134885,성내1동,31
134885,성내1동,38
134885,성내1동,36
134848,성내1동,36
134850,성내1동,36
134851,성내1동,36
134886,성내1동,36
134848,성내1동,31
134883,성내1동,31
134848,성내1동,31
134031,성내1동,28
134840,성내2동,34
134841,성내2동,36
134841,성내2동,39
134841,성내2동,36
134841,성내2동,39
134841,성내2동,36
134841,성내2동,39
134841,성내2동,40
134842,성내2동,36
134842,성내2동,36
134842,성내2동,36
134842,성내2동,39
134842,성내2동,31
134842,성내2동,38
134842,성내2동,36
134888,성내2동,36
134888,성내2동,39
134888,성내2동,40
134849,성내2동,36
134842,성내2동,31
134842,성내2동,31
134840,성내2동,31
134840,성내2동,31
134032,성내2동,28
134843,성내3동,40
134843,성내3동,36
134843,성내3동,36
134843,성내3동,36
134844,성내3동,36
134844,성내3동,38
134844,성내3동,40
134844,성내3동,40
134844,성내3동,36
134845,성내3동,36
134845,성내3동,39
134845,성내3동,40
134845,성내3동,40
134845,성내3동,36
134890,성내3동,36
134890,성내3동,38
134890,성내3동,40
134890,성내3동,40
134846,성내3동,39
134846,성내3동,40
134846,성내3동,40
134846,성내3동,36
134847,성내3동,31
134847,성내3동,39
134847,성내3동,31
134847,성내3동,31
134844,성내3동,36
134843,성내3동,31
134846,성내3동,31
134846,성내3동,31
134033,성내3동,28
134030,성내동,27
134799,암사1동 프라이어팰리스아파트,61
134854,암사1동,36
134858,암사1동,36
134857,암사1동,36
134858,암사1동,36
134856,암사1동,36
134859,암사1동,36
134856,암사1동,36
134854,암사1동,36
134854,암사1동,36
134051,암사1동,28
134702,암사2동 삼성광나루아파트,45
134703,암사2동 선사현대아파트,43
134876,암사2동,36
134876,암사2동,36
134877,암사2동,36
134876,암사2동,36
134052,암사2동,28
134715,암사3동 강동롯데캐슬퍼스트아파트,65
134716,암사3동 강동롯데캐슬퍼스트아파트,65
134764,암사3동 강동현대홈타운아파트,49
134760,암사3동 한강현대아파트,43
134852,암사3동,33
134852,암사3동,35
134852,암사3동,31
134852,암사3동,36
134853,암사3동,36
134853,암사3동,31
134855,암사3동,36
134860,암사3동,35
134053,암사3동,28
134050,암사동,27
134775,천호1동 동아하이빌아파트,45
134776,천호1동 우성아파트,39
134861,천호1동,33
134863,천호1동,35
134895,천호1동,31
134895,천호1동,35
134895,천호1동,35
134895,천호1동,40
134865,천호1동,36
134866,천호1동,36
134866,천호1동,40
134865,천호1동,35
134865,천호1동,35
134865,천호1동,38
134866,천호1동,36
134865,천호1동,39
134865,천호1동,38
134865,천호1동,36
134896,천호1동,35
134896,천호1동,39
134896,천호1동,40
134863,천호1동,36
134861,천호1동,31
134021,천호1동,28
134783,천호2동 E-마트(신세계),43
134750,천호2동 친구병원,37
134779,천호2동 현대백화점,39
134778,천호2동 현대홈쇼핑,39
134867,천호2동,36
134867,천호2동,35
134867,천호2동,31
134867,천호2동,35
134867,천호2동,40
134867,천호2동,38
134867,천호2동,40
134867,천호2동,36
134868,천호2동,36
134897,천호2동,31
134868,천호2동,36
134869,천호2동,36
134870,천호2동,36
134873,천호2동,31
134870,천호2동,36
134903,천호2동,35
134903,천호2동,40
134903,천호2동,39
134903,천호2동,37
134903,천호2동,42
134870,천호2동,36
134872,천호2동,36
134873,천호2동,36
134874,천호2동,36
134873,천호2동,36
134874,천호2동,36
134870,천호2동,36
134873,천호2동,31
134868,천호2동,36
134022,천호2동,28
134722,천호3동 나비쇼핑몰,39
134721,천호3동 동양트레벨오피스텔,47
134762,천호3동 삼성아파트,39
134769,천호3동 태영아파트,39
134784,천호3동 현대타워아파트,43
134785,천호3동 힐탑오피스텔,41
134862,천호3동,34
134864,천호3동,31
134862,천호3동,35
134862,천호3동,35
134862,천호3동,40
134864,천호3동,36
134871,천호3동,40
134871,천호3동,41
134871,천호3동,42
134871,천호3동,42
134871,천호3동,36
134864,천호3동,36
134871,천호3동,36
134871,천호3동,36
134023,천호3동,28
134020,천호동,27
134600,서울강동우체국사서함,41
142723,미아동 삼성생명빌딩,40
142700,미아동 서울사이버대학교,44
142732,미아동 성신여자대학교운정그린캠퍼스,56
142711,미아동 신일고등학교,40
142711,미아동 신일중학교,38
142719,미아동 한국전력공사강북지사,48
142792,미아동 현대아파트,50
142803,미아동,29
142803,미아동,29
142807,미아동,35
142803,미아동,35
142810,미아동,35
142811,미아동,35
142810,미아동,35
142812,미아동,35
142810,미아동,35
142810,미아동,35
142807,미아동,38
142807,미아동,39
142807,미아동,39
142807,미아동,39
142807,미아동,41
142807,미아동,41
142807,미아동,41
142807,미아동,41
142812,미아동,35
142812,미아동,30
142807,미아동,31
142807,미아동,31
142100,미아동,27
142703,번1동 가든타워빌딩,39
142721,번1동 교보생명빌딩,39
142766,번1동 삼성아파트,37
142710,번1동 삼성화재빌딩,39
142712,번1동 서울강북경찰서,41
142727,번1동 코스타타워빌딩,41
142864,번1동,34
142865,번1동,34
142867,번1동,34
142865,번1동,34
142868,번1동,34
142061,번1동,26
142707,번2동 강북보건소,37
142705,번2동 강북전자공단,39
142767,번2동 금호아파트,37
142764,번2동 주공아파트,49
142765,번2동 주공아파트,49
142860,번2동,29
142862,번2동,34
142862,번2동,34
142866,번2동,29
142866,번2동,34
142866,번2동,29
142866,번2동,34
142866,번2동,29
142889,번2동,29
142829,번2동,29
142829,번2동,34
142062,번2동,26
142706,번3동 강북유니온빌딩,41
142768,번3동 기산아파트,37
142769,번3동 동문아파트,37
142741,번3동 솔그린아파트,51
142716,번3동 신원아파트,37
142761,번3동 주공아파트,49
142762,번3동 주공아파트,49
142763,번3동 주공아파트,49
142742,번3동 한양아파트,37
142717,번3동 한진아파트,37
142743,번3동 해모로아파트,51
142861,번3동,33
142861,번3동,34
142863,번3동,34
142861,번3동,34
142861,번3동,29
142861,번3동,30
142063,번3동,26
142060,번동,25
142777,삼각산동 SK아파트,50
142778,삼각산동 SK아파트,50
142779,삼각산동 SK아파트,50
142780,삼각산동 SK아파트,50
142733,삼각산동 두산위브트레지움1단지아파트,69
142734,삼각산동 두산위브트레지움2단지아파트,69
142718,삼각산동 삼각산아이원아파트,60
142730,삼각산동 삼성래미안트리베라1차아파트,69
142731,삼각산동 삼성래미안트리베라2차아파트,69
142725,삼각산동 삼양빌딩,38
142726,삼각산동 행전빌딩,38
142818,삼각산동,37
142819,삼각산동,37
142819,삼각산동,37
142819,삼각산동,37
142820,삼각산동,32
142820,삼각산동,37
142820,삼각산동,32
142818,삼각산동,42
142818,삼각산동,39
142820,삼각산동,39
142820,삼각산동,39
142819,삼각산동,39
142820,삼각산동,34
142150,삼각산동,29
142776,삼양동 벽산라이브파크아파트,60
142813,삼양동,30
142813,삼양동,35
142821,삼양동,35
142821,삼양동,41
142821,삼양동,30
142822,삼양동,35
142821,삼양동,30
142822,삼양동,30
142823,삼양동,30
